(Click me, if I am too big copy and paste me into a spreadsheet or text editor)
		OBJECT NAME	LIGHTMAP INDEX	STATIC	OVERLAPPING SUBMESHES	OUT-OF-BOUNDS UVs	NUM MATS	MATERIAL	WARNINGS
		Building81 (435 verts)	-1	False	True	False	88	[noname3355 (UnityEngine.Material)] [noname3362 (UnityEngine.Material)] [noname3413 (UnityEngine.Material)] [noname3414 (UnityEngine.Material)] [noname3351 (UnityEngine.Material)] [noname3426 (UnityEngine.Material)] [noname3395 (UnityEngine.Material)] [noname3394 (UnityEngine.Material)] [noname3361 (UnityEngine.Material)] [noname3402 (UnityEngine.Material)] [noname3345 (UnityEngine.Material)] [noname3423 (UnityEngine.Material)] [noname3410 (UnityEngine.Material)] [noname3383 (UnityEngine.Material)] [noname3411 (UnityEngine.Material)] [noname3391 (UnityEngine.Material)] [noname3387 (UnityEngine.Material)] [noname3343 (UnityEngine.Material)] [noname3415 (UnityEngine.Material)] [noname3427 (UnityEngine.Material)] [noname3366 (UnityEngine.Material)] [noname3392 (UnityEngine.Material)] [noname3403 (UnityEngine.Material)] [noname3380 (UnityEngine.Material)] [noname3375 (UnityEngine.Material)] [noname3347 (UnityEngine.Material)] [noname3373 (UnityEngine.Material)] [noname3416 (UnityEngine.Material)] [noname3420 (UnityEngine.Material)] [noname3428 (UnityEngine.Material)] [noname3419 (UnityEngine.Material)] [noname3405 (UnityEngine.Material)] [noname3409 (UnityEngine.Material)] [noname3346 (UnityEngine.Material)] [noname3363 (UnityEngine.Material)] [noname3372 (UnityEngine.Material)] [noname3408 (UnityEngine.Material)] [noname3381 (UnityEngine.Material)] [noname3356 (UnityEngine.Material)] [noname3421 (UnityEngine.Material)] [noname3412 (UnityEngine.Material)] [noname3367 (UnityEngine.Material)] [noname3429 (UnityEngine.Material)] [noname3368 (UnityEngine.Material)] [noname3401 (UnityEngine.Material)] [noname3390 (UnityEngine.Material)] [noname3384 (UnityEngine.Material)] [noname3359 (UnityEngine.Material)] [noname3406 (UnityEngine.Material)] [noname3352 (UnityEngine.Material)] [noname3404 (UnityEngine.Material)] [noname3422 (UnityEngine.Material)] [noname3400 (UnityEngine.Material)] [noname3364 (UnityEngine.Material)] [noname3397 (UnityEngine.Material)] [noname3389 (UnityEngine.Material)] [noname3369 (UnityEngine.Material)] [noname3348 (UnityEngine.Material)] [noname3407 (UnityEngine.Material)] [noname3371 (UnityEngine.Material)] [noname3382 (UnityEngine.Material)] [noname3376 (UnityEngine.Material)] [noname3379 (UnityEngine.Material)] [noname3374 (UnityEngine.Material)] [noname3378 (UnityEngine.Material)] [noname3365 (UnityEngine.Material)] [noname3360 (UnityEngine.Material)] [noname3417 (UnityEngine.Material)] [noname3425 (UnityEngine.Material)] [noname3370 (UnityEngine.Material)] [noname3385 (UnityEngine.Material)] [noname3344 (UnityEngine.Material)] [noname3399 (UnityEngine.Material)] [noname3354 (UnityEngine.Material)] [noname3386 (UnityEngine.Material)] [noname3418 (UnityEngine.Material)] [noname3357 (UnityEngine.Material)] [noname3342 (UnityEngine.Material)] [noname3350 (UnityEngine.Material)] [noname3388 (UnityEngine.Material)] [noname3424 (UnityEngine.Material)] [noname3377 (UnityEngine.Material)] [noname3353 (UnityEngine.Material)] [noname3349 (UnityEngine.Material)] [noname3396 (UnityEngine.Material)] [noname3393 (UnityEngine.Material)] [noname3358 (UnityEngine.Material)] [noname3398 (UnityEngine.Material)] 	 [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		wheel_2_L.001 (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		SpawnSlot (24 verts)	-1	False	False	False	1	[SpawnSlot_mat (UnityEngine.Material)] 	
		wheel_1_L (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		TestInteractableObj (24 verts)	-1	False	False	False	1	[Default-Material (UnityEngine.Material)] 	
		car_2 (1) (1404 verts)	-1	False	True	False	4	[car_red (UnityEngine.Material)] [car_glass (UnityEngine.Material)] [car_black (UnityEngine.Material)] [car_light (UnityEngine.Material)] 	 [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		wheel_1_R.001 (400 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_1_L (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_2_R.001 (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_2_L.001 (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		car_1 (1) (1416 verts)	-1	False	True	False	4	[car_blue (UnityEngine.Material)] [car_glass (UnityEngine.Material)] [car_black (UnityEngine.Material)] [car_light (UnityEngine.Material)] 	 [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		car_3 (1) (1434 verts)	-1	False	True	False	4	[car_green (UnityEngine.Material)] [car_glass (UnityEngine.Material)] [car_black (UnityEngine.Material)] [car_light (UnityEngine.Material)] 	 [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Building39 (540 verts)	-1	False	False	False	102	[noname94 (UnityEngine.Material)] [noname84 (UnityEngine.Material)] [noname132 (UnityEngine.Material)] [noname110 (UnityEngine.Material)] [noname100 (UnityEngine.Material)] [noname142 (UnityEngine.Material)] [noname136 (UnityEngine.Material)] [noname145 (UnityEngine.Material)] [noname91 (UnityEngine.Material)] [noname53 (UnityEngine.Material)] [noname47 (UnityEngine.Material)] [noname57 (UnityEngine.Material)] [noname124 (UnityEngine.Material)] [noname97 (UnityEngine.Material)] [noname92 (UnityEngine.Material)] [noname116 (UnityEngine.Material)] [noname50 (UnityEngine.Material)] [noname71 (UnityEngine.Material)] [noname60 (UnityEngine.Material)] [noname128 (UnityEngine.Material)] [noname45 (UnityEngine.Material)] [noname95 (UnityEngine.Material)] [noname75 (UnityEngine.Material)] [noname121 (UnityEngine.Material)] [noname66 (UnityEngine.Material)] [noname90 (UnityEngine.Material)] [noname68 (UnityEngine.Material)] [noname62 (UnityEngine.Material)] [noname56 (UnityEngine.Material)] [noname143 (UnityEngine.Material)] [noname107 (UnityEngine.Material)] [noname130 (UnityEngine.Material)] [noname83 (UnityEngine.Material)] [noname102 (UnityEngine.Material)] [noname81 (UnityEngine.Material)] [noname46 (UnityEngine.Material)] [noname58 (UnityEngine.Material)] [noname54 (UnityEngine.Material)] [noname80 (UnityEngine.Material)] [noname105 (UnityEngine.Material)] [noname133 (UnityEngine.Material)] [noname112 (UnityEngine.Material)] [noname111 (UnityEngine.Material)] [noname82 (UnityEngine.Material)] [noname67 (UnityEngine.Material)] [noname114 (UnityEngine.Material)] [noname76 (UnityEngine.Material)] [noname141 (UnityEngine.Material)] [noname79 (UnityEngine.Material)] [noname98 (UnityEngine.Material)] [noname63 (UnityEngine.Material)] [noname104 (UnityEngine.Material)] [noname115 (UnityEngine.Material)] [noname89 (UnityEngine.Material)] [noname74 (UnityEngine.Material)] [noname49 (UnityEngine.Material)] [noname96 (UnityEngine.Material)] [noname101 (UnityEngine.Material)] [noname88 (UnityEngine.Material)] [noname135 (UnityEngine.Material)] [noname55 (UnityEngine.Material)] [noname134 (UnityEngine.Material)] [noname131 (UnityEngine.Material)] [noname122 (UnityEngine.Material)] [noname86 (UnityEngine.Material)] [noname137 (UnityEngine.Material)] [noname117 (UnityEngine.Material)] [noname65 (UnityEngine.Material)] [noname123 (UnityEngine.Material)] [noname140 (UnityEngine.Material)] [noname129 (UnityEngine.Material)] [noname109 (UnityEngine.Material)] [noname44 (UnityEngine.Material)] [noname108 (UnityEngine.Material)] [noname72 (UnityEngine.Material)] [noname125 (UnityEngine.Material)] [noname127 (UnityEngine.Material)] [noname119 (UnityEngine.Material)] [noname103 (UnityEngine.Material)] [noname77 (UnityEngine.Material)] [noname126 (UnityEngine.Material)] [noname120 (UnityEngine.Material)] [noname64 (UnityEngine.Material)] [noname87 (UnityEngine.Material)] [noname73 (UnityEngine.Material)] [noname78 (UnityEngine.Material)] [noname106 (UnityEngine.Material)] [noname61 (UnityEngine.Material)] [noname52 (UnityEngine.Material)] [noname144 (UnityEngine.Material)] [noname139 (UnityEngine.Material)] [noname99 (UnityEngine.Material)] [noname138 (UnityEngine.Material)] [noname70 (UnityEngine.Material)] [noname59 (UnityEngine.Material)] [noname48 (UnityEngine.Material)] [noname118 (UnityEngine.Material)] [noname69 (UnityEngine.Material)] [noname51 (UnityEngine.Material)] [noname85 (UnityEngine.Material)] [noname113 (UnityEngine.Material)] [noname93 (UnityEngine.Material)] 	
		Building7 (380 verts)	-1	False	False	False	79	[noname2041 (UnityEngine.Material)] [noname2102 (UnityEngine.Material)] [noname2074 (UnityEngine.Material)] [noname2082 (UnityEngine.Material)] [noname2090 (UnityEngine.Material)] [noname2103 (UnityEngine.Material)] [noname2051 (UnityEngine.Material)] [noname2064 (UnityEngine.Material)] [noname2087 (UnityEngine.Material)] [noname2048 (UnityEngine.Material)] [noname2034 (UnityEngine.Material)] [noname2083 (UnityEngine.Material)] [noname2053 (UnityEngine.Material)] [noname2046 (UnityEngine.Material)] [noname2108 (UnityEngine.Material)] [noname2033 (UnityEngine.Material)] [noname2101 (UnityEngine.Material)] [noname2081 (UnityEngine.Material)] [noname2069 (UnityEngine.Material)] [noname2047 (UnityEngine.Material)] [noname2106 (UnityEngine.Material)] [noname2080 (UnityEngine.Material)] [noname2052 (UnityEngine.Material)] [noname2094 (UnityEngine.Material)] [noname2104 (UnityEngine.Material)] [noname2110 (UnityEngine.Material)] [noname2045 (UnityEngine.Material)] [noname2088 (UnityEngine.Material)] [noname2111 (UnityEngine.Material)] [noname2065 (UnityEngine.Material)] [noname2073 (UnityEngine.Material)] [noname2098 (UnityEngine.Material)] [noname2071 (UnityEngine.Material)] [noname2055 (UnityEngine.Material)] [noname2096 (UnityEngine.Material)] [noname2061 (UnityEngine.Material)] [noname2060 (UnityEngine.Material)] [noname2040 (UnityEngine.Material)] [noname2091 (UnityEngine.Material)] [noname2068 (UnityEngine.Material)] [noname2042 (UnityEngine.Material)] [noname2038 (UnityEngine.Material)] [noname2039 (UnityEngine.Material)] [noname2072 (UnityEngine.Material)] [noname2109 (UnityEngine.Material)] [noname2043 (UnityEngine.Material)] [noname2054 (UnityEngine.Material)] [noname2099 (UnityEngine.Material)] [noname2066 (UnityEngine.Material)] [noname2107 (UnityEngine.Material)] [noname2049 (UnityEngine.Material)] [noname2057 (UnityEngine.Material)] [noname2056 (UnityEngine.Material)] [noname2050 (UnityEngine.Material)] [noname2089 (UnityEngine.Material)] [noname2105 (UnityEngine.Material)] [noname2036 (UnityEngine.Material)] [noname2093 (UnityEngine.Material)] [noname2077 (UnityEngine.Material)] [noname2100 (UnityEngine.Material)] [noname2063 (UnityEngine.Material)] [noname2079 (UnityEngine.Material)] [noname2086 (UnityEngine.Material)] [noname2058 (UnityEngine.Material)] [noname2059 (UnityEngine.Material)] [noname2085 (UnityEngine.Material)] [noname2067 (UnityEngine.Material)] [noname2044 (UnityEngine.Material)] [noname2070 (UnityEngine.Material)] [noname2097 (UnityEngine.Material)] [noname2078 (UnityEngine.Material)] [noname2062 (UnityEngine.Material)] [noname2084 (UnityEngine.Material)] [noname2037 (UnityEngine.Material)] [noname2092 (UnityEngine.Material)] [noname2075 (UnityEngine.Material)] [noname2035 (UnityEngine.Material)] [noname2076 (UnityEngine.Material)] [noname2095 (UnityEngine.Material)] 	
		Building80 (40 verts)	-1	False	False	False	9	[noname993 (UnityEngine.Material)] [noname991 (UnityEngine.Material)] [noname987 (UnityEngine.Material)] [noname986 (UnityEngine.Material)] [noname988 (UnityEngine.Material)] [noname992 (UnityEngine.Material)] [noname989 (UnityEngine.Material)] [noname990 (UnityEngine.Material)] [noname994 (UnityEngine.Material)] 	
		Building36 (421 verts)	-1	False	True	False	82	[noname384 (UnityEngine.Material)] [noname417 (UnityEngine.Material)] [noname433 (UnityEngine.Material)] [noname422 (UnityEngine.Material)] [noname416 (UnityEngine.Material)] [noname358 (UnityEngine.Material)] [noname369 (UnityEngine.Material)] [noname421 (UnityEngine.Material)] [noname368 (UnityEngine.Material)] [noname371 (UnityEngine.Material)] [noname361 (UnityEngine.Material)] [noname432 (UnityEngine.Material)] [noname357 (UnityEngine.Material)] [noname370 (UnityEngine.Material)] [noname382 (UnityEngine.Material)] [noname391 (UnityEngine.Material)] [noname385 (UnityEngine.Material)] [noname406 (UnityEngine.Material)] [noname354 (UnityEngine.Material)] [noname428 (UnityEngine.Material)] [noname396 (UnityEngine.Material)] [noname434 (UnityEngine.Material)] [noname387 (UnityEngine.Material)] [noname399 (UnityEngine.Material)] [noname430 (UnityEngine.Material)] [noname360 (UnityEngine.Material)] [noname412 (UnityEngine.Material)] [noname353 (UnityEngine.Material)] [noname409 (UnityEngine.Material)] [noname364 (UnityEngine.Material)] [noname418 (UnityEngine.Material)] [noname355 (UnityEngine.Material)] [noname431 (UnityEngine.Material)] [noname410 (UnityEngine.Material)] [noname411 (UnityEngine.Material)] [noname404 (UnityEngine.Material)] [noname386 (UnityEngine.Material)] [noname414 (UnityEngine.Material)] [noname374 (UnityEngine.Material)] [noname363 (UnityEngine.Material)] [noname419 (UnityEngine.Material)] [noname413 (UnityEngine.Material)] [noname367 (UnityEngine.Material)] [noname392 (UnityEngine.Material)] [noname425 (UnityEngine.Material)] [noname359 (UnityEngine.Material)] [noname379 (UnityEngine.Material)] [noname401 (UnityEngine.Material)] [noname389 (UnityEngine.Material)] [noname377 (UnityEngine.Material)] [noname381 (UnityEngine.Material)] [noname376 (UnityEngine.Material)] [noname394 (UnityEngine.Material)] [noname356 (UnityEngine.Material)] [noname383 (UnityEngine.Material)] [noname403 (UnityEngine.Material)] [noname373 (UnityEngine.Material)] [noname405 (UnityEngine.Material)] [noname390 (UnityEngine.Material)] [noname362 (UnityEngine.Material)] [noname400 (UnityEngine.Material)] [noname393 (UnityEngine.Material)] [noname427 (UnityEngine.Material)] [noname415 (UnityEngine.Material)] [noname424 (UnityEngine.Material)] [noname397 (UnityEngine.Material)] [noname402 (UnityEngine.Material)] [noname388 (UnityEngine.Material)] [noname420 (UnityEngine.Material)] [noname429 (UnityEngine.Material)] [noname407 (UnityEngine.Material)] [noname378 (UnityEngine.Material)] [noname366 (UnityEngine.Material)] [noname423 (UnityEngine.Material)] [noname408 (UnityEngine.Material)] [noname398 (UnityEngine.Material)] [noname365 (UnityEngine.Material)] [noname380 (UnityEngine.Material)] [noname426 (UnityEngine.Material)] [noname372 (UnityEngine.Material)] [noname375 (UnityEngine.Material)] [noname395 (UnityEngine.Material)] 	 [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Building13 (223 verts)	-1	False	False	False	51	[noname659 (UnityEngine.Material)] [noname657 (UnityEngine.Material)] [noname648 (UnityEngine.Material)] [noname655 (UnityEngine.Material)] [noname666 (UnityEngine.Material)] [noname677 (UnityEngine.Material)] [noname668 (UnityEngine.Material)] [noname631 (UnityEngine.Material)] [noname646 (UnityEngine.Material)] [noname640 (UnityEngine.Material)] [noname653 (UnityEngine.Material)] [noname647 (UnityEngine.Material)] [noname642 (UnityEngine.Material)] [noname670 (UnityEngine.Material)] [noname629 (UnityEngine.Material)] [noname634 (UnityEngine.Material)] [noname660 (UnityEngine.Material)] [noname638 (UnityEngine.Material)] [noname644 (UnityEngine.Material)] [noname630 (UnityEngine.Material)] [noname636 (UnityEngine.Material)] [noname658 (UnityEngine.Material)] [noname665 (UnityEngine.Material)] [noname664 (UnityEngine.Material)] [noname645 (UnityEngine.Material)] [noname673 (UnityEngine.Material)] [noname675 (UnityEngine.Material)] [noname649 (UnityEngine.Material)] [noname654 (UnityEngine.Material)] [noname672 (UnityEngine.Material)] [noname650 (UnityEngine.Material)] [noname667 (UnityEngine.Material)] [noname627 (UnityEngine.Material)] [noname676 (UnityEngine.Material)] [noname662 (UnityEngine.Material)] [noname669 (UnityEngine.Material)] [noname632 (UnityEngine.Material)] [noname628 (UnityEngine.Material)] [noname643 (UnityEngine.Material)] [noname661 (UnityEngine.Material)] [noname663 (UnityEngine.Material)] [noname652 (UnityEngine.Material)] [noname674 (UnityEngine.Material)] [noname656 (UnityEngine.Material)] [noname671 (UnityEngine.Material)] [noname635 (UnityEngine.Material)] [noname641 (UnityEngine.Material)] [noname639 (UnityEngine.Material)] [noname637 (UnityEngine.Material)] [noname633 (UnityEngine.Material)] [noname651 (UnityEngine.Material)] 	
		wheel_1_R.001 (400 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		SpawnSlot (1) (24 verts)	-1	False	False	False	1	[SpawnSlot_mat (UnityEngine.Material)] 	
		Building78 (1054 verts)	-1	False	False	False	1	[Prismatest-mat (UnityEngine.Material)] 	
		wheel_1_R.001 (400 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		Building16 (73 verts)	-1	False	False	False	17	[noname3924 (UnityEngine.Material)] [noname3916 (UnityEngine.Material)] [noname3913 (UnityEngine.Material)] [noname3912 (UnityEngine.Material)] [noname3914 (UnityEngine.Material)] [noname3911 (UnityEngine.Material)] [noname3910 (UnityEngine.Material)] [noname3917 (UnityEngine.Material)] [noname3915 (UnityEngine.Material)] [noname3918 (UnityEngine.Material)] [noname3922 (UnityEngine.Material)] [noname3920 (UnityEngine.Material)] [noname3923 (UnityEngine.Material)] [noname3919 (UnityEngine.Material)] [noname3909 (UnityEngine.Material)] [noname3908 (UnityEngine.Material)] [noname3921 (UnityEngine.Material)] 	
		wheel_2_R.001 (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
	Unlit/HologramShader (48 verts): 
		TableCollider (24 verts)	-1	False	False	False	1	[ModelTableMaterial (UnityEngine.Material)] 	
		SpawnTable (24 verts)	-1	False	False	False	1	[ModelTableMaterial (UnityEngine.Material)] 	
	Valve/VR/Highlight (121 verts): 
		TeleportArea (121 verts)	-1	False	False	False	1	[TeleportAreaVisible (UnityEngine.Material)] 	
